pid,supplier_biin,supplier_innunp,supplier_name_ru,supplier_name_kz,kato_list,index_date,system_id
1158,200710046178,143496329804,ООО «Афанасьева Кулагина»,ЗАО «Котова»,освобождение,2024-08-07 09:31:32,3
1159,685764849552,978413552366,"ООО «Журавлев, Коновалов и Егорова»",АО «Рыбакова-Зиновьев»,провинция,2024-02-09 11:28:41,3
1160,776502224279,687133809667,ЗАО «Гуляева-Цветкова»,Картли,налево,2023-06-14 02:08:15,3
1161,578648531425,460707110189,Фадеева Лимитед,АО «Борисов-Рогов»,потянуться,2023-07-07 04:41:40,3
1162,819848138960,819094767445,Яковлева Инкорпорэйтед,НПО «Абрамов»,умирать,2025-11-09 12:24:57,3
1163,275297620212,129567963552,ООО «Котов-Архипов»,Стрелкова Лимитед,светило,2022-12-19 08:24:02,3
1164,886200286238,916338068048,Бобылева Лимитед,МУМТ (BAT),горький,2024-05-30 22:24:55,3
1165,809149294392,276469941803,ОАО «Ларионова-Комаров»,Эбботт лэбораториз (Abbott Laboratories),славный,2025-06-12 19:19:45,3
1166,592757520981,261083064607,ОАО «Петров Носова»,Власова и партнеры,каюта,2024-08-06 03:39:10,3
1167,405504355803,957073662713,ООО «Наумов Мясникова»,ИП «Ефремов»,устройство,2024-09-24 17:22:28,3
1168,748381220233,584912564709,БСС,ООО «Костина Щукина»,тута,2024-04-24 16:13:51,3
1169,734885893540,560773032450,Удмуртнефть,ОАО «Шестакова»,цель,2024-04-14 21:19:10,3
1170,640540598594,979881093683,ОАО «Евдокимов»,Сегежа,радость,2025-09-06 12:46:37,3
1171,550659775009,312964314955,Техинком,Леруа Мерлен Восток (Leroi Merlin),что,2025-10-06 03:31:21,3
1172,766091826972,344254926914,ОАО «Моисеев»,ИП «Кузьмин Панфилов»,витрина,2024-01-26 13:30:44,3
1173,663640329670,403634079716,"ОАО «Герасимова, Ефимов и Зимин»",Богданов Инк,командир,2025-04-09 07:03:01,3
1174,482748151027,736061113161,ИП «Мясникова-Лаврентьева»,ООО «Захаров-Рожков»,деловой,2023-02-25 18:28:11,3
1175,753910858523,354649010377,Зуев и партнеры,ООО «Капустин-Зайцева»,житель,2025-01-31 06:27:15,3
1176,172885059950,631123798060,Носов и партнеры,Российские железные дороги,витрина,2024-06-15 14:05:25,3
1177,565850893270,994007620012,Государственная транспортная лизинговая компания,РАО «Рыбакова Стрелкова»,ведь,2024-12-11 04:38:56,3
1178,613640610251,228805037858,ООО «Кондратьева»,"АО «Лазарева, Михеев и Кулагина»",четко,2024-09-17 04:49:37,3
1179,243428421932,471000290234,Попова и партнеры,НПО «Фомичева»,упорно,2024-06-10 07:56:57,3
1180,621279820237,510688935019,ИП «Фомичева-Афанасьев»,"ЗАО «Сорокина, Ефремова и Аксенов»",снимать,2025-10-30 06:49:32,3
1181,171087941642,153534579200,"НПО «Белозеров, Фомичева и Некрасова»","ИП «Максимов, Гуляев и Калашникова»",правильный,2025-11-20 12:31:01,3
1182,409119398700,577852444845,Адидас (Adidas),ПК Борец,хозяйка,2023-12-09 14:19:08,3
1183,175238361742,126862623463,Федорова Инкорпорэйтед,АО «Мамонтова»,висеть,2024-04-05 20:57:29,3
1184,696238527180,961715898744,НПО «Костина-Фадеева»,Петухов Групп,руководитель,2023-10-09 15:19:05,3
1185,451506588137,584580694383,Щербаков Инкорпорэйтед,"ООО «Яковлева, Доронин и Королева»",построить,2025-06-07 17:54:01,3
1186,781519962708,114879134469,ИП «Королев-Веселова»,Ковалева и партнеры,сомнительный,2025-08-10 23:33:11,3
1187,101090677460,262984496113,ООО «Белова Агафонов»,Государственная транспортная лизинговая компания,металл,2022-12-25 23:46:42,3
1188,708497945936,647379492433,"НПО «Новикова, Силина и Кабанова»",Субботина Групп,инструкция,2025-01-01 08:57:14,3
1189,748000712048,662613941943,Щукина Групп,ЗАО «Одинцов-Исаева»,деньги,2023-01-11 22:40:11,3
1190,336443645032,611061656329,Независимая энергосбытовая компания Краснодарского края,"АО «Николаева, Блинова и Мамонтова»",слать,2023-09-11 11:34:46,3
1191,720473304175,464765765930,НПО «Устинов-Полякова»,"ОАО «Николаева, Медведев и Лукин»",выразить,2024-02-16 13:07:52,3
1192,242269974753,307246907503,"ИП «Тихонова, Игнатова и Князева»",ООО «Зиновьев»,социалистический,2024-02-18 06:58:13,3
1193,570749141013,174034455620,Нокиан Шина (Nokian),Зуев и партнеры,висеть,2024-07-15 08:38:30,3
1194,707954178783,270127399070,ИП «Панфилов Воронцова»,Титова Инкорпорэйтед,провал,2025-11-12 01:16:04,3
1195,709053671944,681140448814,Никитин Лтд,ОАО «Капустина-Рыбаков»,способ,2023-01-14 04:39:56,3
1196,982340232033,862232789793,НПО «Кабанов Герасимова»,"ИП «Матвеева, Филатов и Фокин»",правление,2023-05-09 14:34:23,3
1197,333740054354,151948993259,"ИП «Карпова, Антонов и Кулагин»",ООО «Меркушева-Филатов»,уточнить,2023-04-07 11:14:06,3
1198,765592867078,667110517289,ИП «Зуев-Романов»,АО «Богданова-Абрамов»,военный,2024-07-28 12:15:44,3
1199,473854068326,351724051650,НПО «Ситникова»,ИП «Смирнова»,пропадать,2024-06-01 17:45:58,3
1200,481900682375,459262291492,ОАО «Комиссарова-Лукин»,"ЗАО «Носов, Богданов и Ермакова»",песенка,2025-04-04 07:56:29,3
